restaurantId,sides.itemId,sides.unitPrice,sides.unitDeliveryPrice,array_index,restaurantNumber,addresses.0.administrativeArea,addresses.0.latitude,addresses.0.longitude
2056,CMG-1009,2.6,3.4,7,2056,FL,30.504443,-84.249691
868,CMG-1009,2.65,3.45,7,868,OH,41.217559,-80.74124
3729,CMG-1009,2.8,3.65,7,3729,SC,34.967113,-81.892263
877,CMG-1009,2.6,3.4,7,877,PA,40.448807,-80.174393
1264,CMG-1009,2.6,3.4,7,1264,PA,40.529063,-80.008719
1236,CMG-1009,2.95,3.55,7,1236,ON,43.656861,-79.380962
3100,CMG-1009,2.95,3.55,7,3100,ON,43.85256,-79.359096
4345,CMG-1009,2.6,3.4,7,4345,VA,37.144151,-80.582739
2953,CMG-1009,2.95,3.55,7,2953,ON,43.775092,-79.257401
4141,CMG-1009,2.65,3.45,7,4141,NC,35.815342,-80.876032
1956,CMG-1009,2.8,3.65,7,1956,NC,35.595424,-80.875673
3138,CMG-1009,2.7,3.5,7,3138,NC,35.181912,-80.927962
1510,CMG-1009,2.7,3.5,7,1510,NC,35.088065,-80.850922
3125,CMG-1009,2.7,3.5,7,3125,NC,35.290611,-80.766037
4422,CMG-1009,2.85,3.7,7,4422,NY,42.944878,-78.868713
1668,CMG-1009,2.65,3.45,7,1668,NY,42.789439,-78.815
2499,CMG-1009,2.6,3.4,7,2499,PA,40.613064,-79.174538
3661,CMG-1009,2.6,3.4,7,3661,SC,34.00522,-81.118258
3743,CMG-1009,2.8,3.65,7,3743,NC,36.169643,-80.277742
1963,CMG-1009,2.6,3.4,7,1963,SC,33.998966,-81.042841
940,CMG-1009,2.8,3.65,7,940,NC,36.091473,-79.814201
2940,CMG-1009,2.7,3.5,7,2940,VA,36.6221,-79.3996
1526,CMG-1009,2.75,3.6,7,1526,NY,43.102138,-77.540141
2837,CMG-1009,2.65,3.45,7,2837,NY,43.018076,-77.436808
4313,CMG-1009,2.65,3.45,7,4313,FL,29.209573,-82.066353
2989,CMG-1009,2.7,3.5,7,2989,FL,27.841562,-82.79449
4823,CMG-1009,2.7,3.5,7,4823,VA,39.220722,-78.133018
2406,CMG-1009,2.75,3.6,7,2406,VA,38.029028,-78.44392
1494,CMG-1009,2.6,3.4,7,1494,FL,28.066482,-82.570505
2734,CMG-1009,2.65,3.45,7,2734,FL,27.804778,-82.638811
2465,CMG-1009,2.65,3.45,7,2465,FL,28.131275,-82.365765
3341,CMG-1009,2.6,3.4,7,3341,FL,28.054838,-82.399422
2198,CMG-1009,2.7,3.5,7,2198,FL,27.938726,-82.323634
3875,CMG-1009,2.7,3.5,7,3875,FL,27.532086,-82.501768
3880,CMG-1009,2.9,3.75,7,3880,VA,39.08382,-77.56261
3116,CMG-1009,2.9,3.75,7,3116,VA,38.876205,-77.442467
3604,CMG-1009,2.8,3.65,7,3604,FL,28.355704,-81.676349
285,CMG-1009,2.9,3.75,7,285,VA,38.954884,-77.366303
2972,CMG-1009,2.9,3.75,7,2972,PA,40.790119,-76.901787
1801,CMG-1009,2.9,3.75,7,1801,VA,38.938568,-77.330351
2396,CMG-1009,2.7,3.5,7,2396,VA,38.299265,-77.483694
879,CMG-1009,2.85,3.7,7,879,VA,38.799654,-77.3201
2611,CMG-1009,2.8,3.65,7,2611,NC,35.506173,-78.32157
2109,CMG-1009,2.9,3.75,7,2109,VA,38.924963,-77.239781
2580,CMG-1009,2.65,3.45,7,2580,FL,28.003614,-81.717516
2897,CMG-1009,2.8,3.65,7,2897,FL,28.49295,-81.428624
677,CMG-1009,2.85,3.7,7,677,VA,38.65275,-77.28605
360,CMG-1009,2.7,3.5,7,360,FL,28.593625,-81.365317
3921,CMG-1009,2.65,3.45,7,3921,FL,28.63041,-81.318953
2486,CMG-1009,2.75,3.6,7,2486,PA,40.276972,-76.8251
855,CMG-1009,2.7,3.5,7,855,VA,37.584576,-77.496572
3157,CMG-1009,2.65,3.45,7,3157,FL,28.514195,-81.310538
883,CMG-1009,2.65,3.45,7,883,VA,37.666725,-77.458474
4037,CMG-1009,2.65,3.45,7,4037,FL,27.006174,-82.133263
1973,CMG-1009,2.75,3.6,7,1973,DC,38.900173,-77.04574
1608,CMG-1009,2.65,3.45,7,1608,MD,39.020954,-77.011951
2103,CMG-1009,2.75,3.6,7,2103,PA,40.283716,-76.654587
3914,CMG-1009,2.65,3.45,7,3914,FL,29.014406,-80.941199
1320,CMG-1009,2.65,3.45,7,1320,MD,39.21473,-76.861714
2404,CMG-1009,2.65,3.45,7,2404,PA,39.769788,-76.67238
2192,CMG-1009,2.75,3.6,7,2192,MD,39.097935,-76.809009
2038,CMG-1009,2.9,3.75,7,2038,MD,38.92138,-76.846378
739,CMG-1009,2.9,3.75,7,739,MD,38.622794,-76.913416
2763,CMG-1009,2.75,3.6,7,2763,MD,39.202139,-76.683569
2618,CMG-1009,2.75,3.6,7,2618,MD,38.97774,-76.734879
1877,CMG-1009,2.65,3.45,7,1877,MD,39.179426,-76.671014
2332,CMG-1009,2.8,3.65,7,2332,MD,39.286624,-76.619508
3413,CMG-1009,2.75,3.6,7,3413,MD,39.287129,-76.607407
3264,CMG-1009,2.75,3.6,7,3264,MD,39.287761,-76.548304
3575,CMG-1009,2.6,3.4,7,3575,FL,28.584613,-80.802148
3218,CMG-1009,2.9,3.75,7,3218,MD,38.725282,-76.658776
4440,CMG-1009,2.8,3.65,7,4440,MD,39.122441,-76.516371
2285,CMG-1009,2.7,3.5,7,2285,FL,26.558735,-81.871156
3614,CMG-1009,2.9,3.75,7,3614,PA,40.397385,-75.929153
2182,CMG-1009,2.85,3.7,7,2182,NY,43.096838,-75.303767
2483,CMG-1009,2.85,3.7,7,2483,DE,39.445845,-75.734678
2003,CMG-1009,2.65,3.45,7,2003,VA,36.88124,-76.424366
1856,CMG-1009,2.9,3.75,7,1856,PA,40.088149,-75.392971
1214,CMG-1009,2.7,3.5,7,1214,PA,39.954087,-75.200753
3686,CMG-1009,2.65,3.45,7,3686,FL,27.268017,-80.432634
1258,CMG-1009,2.65,3.45,7,1258,FL,27.310724,-80.40644
2231,CMG-1009,2.7,3.5,7,2231,PA,40.123367,-75.115874
2886,CMG-1009,2.65,3.45,7,2886,PA,40.197716,-75.083216
1709,CMG-1009,2.7,3.5,7,1709,NJ,39.840318,-75.092033
1407,CMG-1009,2.9,3.75,7,1407,NJ,39.92742,-75.031925
2352,CMG-1009,2.65,3.45,7,2352,FL,27.234775,-80.26764
3398,CMG-1009,2.8,3.65,7,3398,PA,40.10303,-74.949457
2864,CMG-1009,2.8,3.65,7,2864,NJ,40.844952,-74.467307
3765,CMG-1009,2.85,3.7,7,3765,NJ,40.27876,-74.530297
2255,CMG-1009,2.65,3.45,7,2255,NJ,40.706449,-74.40458
1725,CMG-1009,2.75,3.6,7,1725,NJ,40.43529,-74.390348
1305,CMG-1009,2.7,3.5,7,1305,NJ,40.547867,-74.334464
2010,CMG-1009,2.85,3.7,7,2010,NY,41.966453,-73.989844
3059,CMG-1009,2.65,3.45,7,3059,FL,26.526247,-80.185791
1278,CMG-1009,2.85,3.7,7,1278,NY,43.103951,-73.74134
1706,CMG-1009,2.85,3.7,7,1706,NJ,41.070674,-74.139408
3086,CMG-1009,2.85,3.7,7,3086,NJ,40.782811,-74.191961
2996,CMG-1009,2.65,3.45,7,2996,FL,26.287417,-80.250911
2179,CMG-1009,2.7,3.5,7,2179,NJ,40.734835,-74.170299
3470,CMG-1009,2.95,3.85,7,3470,NJ,40.957278,-74.07577
721,CMG-1009,2.6,3.4,7,721,FL,26.368752,-80.128054
3033,CMG-1009,2.7,3.5,7,3033,FL,25.895209,-80.35107
2111,CMG-1009,2.65,3.45,7,2111,FL,26.204836,-80.147477
1879,CMG-1009,2.95,3.85,7,1879,NY,40.714991,-74.011105
1277,CMG-1009,2.95,3.85,7,1277,NY,40.742012,-74.001121
950,CMG-1009,3.1,4.05,7,950,NY,40.706723,-74.00697
3544,CMG-1009,2.95,3.85,7,3544,NY,40.769756,-73.988492
561,CMG-1009,2.95,3.85,7,561,NY,40.694341,-73.991816
914,CMG-1009,2.5,3.25,7,914,FL,25.684578,-80.415201
2090,CMG-1009,3.1,4.05,7,2090,NY,40.694373,-73.986056
2135,CMG-1009,2.95,3.85,7,2135,NY,40.762666,-73.966089
3477,CMG-1009,2.95,3.85,7,3477,NY,40.849592,-73.935878
2480,CMG-1009,2.9,3.75,7,2480,NJ,40.059006,-74.142208
3563,CMG-1009,2.95,3.85,7,3563,NY,40.603254,-73.996469
2254,CMG-1009,2.95,3.85,7,2254,NY,40.671143,-73.977664
2445,CMG-1009,2.65,3.45,7,2445,FL,26.033066,-80.142053
3056,CMG-1009,2.95,3.85,7,3056,NY,40.74662,-73.883492
2014,CMG-1009,2.65,3.45,7,2014,FL,25.657071,-80.327515
3269,CMG-1009,2.65,3.45,7,3269,FL,25.957414,-80.146767
1058,CMG-1009,2.6,3.4,7,1058,FL,25.699534,-80.295008
2540,CMG-1009,2.95,3.85,7,2540,NY,40.823586,-73.837404
3064,CMG-1009,2.95,3.85,7,3064,NY,40.89359,-73.81856
3317,CMG-1009,2.9,3.75,7,3317,NY,41.216179,-73.721603
3963,CMG-1009,2.65,3.45,7,3963,FL,25.80706,-80.194655
1348,CMG-1009,2.8,3.65,7,1348,NY,41.003575,-73.683276
2444,CMG-1009,2.95,3.85,7,2444,CT,41.080578,-73.461234
1159,CMG-1009,2.8,3.65,7,1159,NY,40.814899,-73.41098
3530,CMG-1009,2.9,3.75,7,3530,NY,40.831945,-73.088934
2978,CMG-1009,2.8,3.65,7,2978,NY,40.9188,-73.04085
1580,CMG-1009,2.85,3.7,7,1580,MA,42.172811,-72.578186
2826,CMG-1009,2.9,3.75,7,2826,NH,43.22999,-71.481214
1200,CMG-1009,2.65,3.45,7,1200,MA,42.338745,-71.5914
2592,CMG-1009,2.65,3.45,7,2592,MA,42.744014,-71.156593
1357,CMG-1009,2.7,3.5,7,1357,MA,42.350695,-71.11467
1224,CMG-1009,2.7,3.5,7,1224,MA,42.344755,-71.10089
3156,CMG-1009,2.8,3.65,7,3156,NH,43.215338,-70.880136
1520,CMG-1009,2.65,3.45,7,1520,MA,42.353418,-71.058025
1150,CMG-1009,2.85,3.7,7,1150,MA,42.272591,-71.02721
2667,CMG-1009,2.65,3.45,7,2667,MA,42.165752,-71.045497
2603,CMG-1009,2.85,3.7,7,2603,ME,43.660587,-70.266695
2287,CMG-1009,2.65,3.45,7,2287,ME,44.829395,-68.753743
1561,CMG-1025,5.7,7.4,7,1561,CA,37.41622,-121.954959
1529,CMG-1025,5.8,7.55,7,1529,CA,37.602471,-122.069124
1769,CMG-1025,5.7,7.4,7,1769,CA,37.235261,-121.963763
2687,CMG-1025,5.5,7.15,7,2687,CA,37.698464,-121.84492
839,CMG-1025,5.8,7.55,7,839,CA,37.7904,-122.399472
140,CMG-1025,5.7,7.4,7,140,CA,37.945873,-122.061647
2187,CMG-1025,5.8,7.55,7,2187,CA,37.96967,-122.516735
1556,CMG-1025,5.3,6.9,7,1556,CA,38.116729,-121.302526
3586,CMG-1025,5.3,6.9,7,3586,CA,37.057266,-120.832894
4311,CMG-1025,5.5,7.15,7,4311,CA,38.407021,-121.417074
2044,CMG-1025,5.8,7.55,7,2044,CA,38.458375,-122.730127
3162,CMG-1025,5.3,6.9,7,3162,CA,38.655529,-121.523951
2846,CMG-1025,5.3,6.9,7,2846,CA,38.661606,-121.226037
912,CMG-1025,5.6,7.3,7,912,CA,36.80814,-119.69354
2372,CMG-1025,5.6,7.3,7,2372,CA,36.22634,-119.3287
2068,CMG-1025,5.6,7.3,7,2068,CA,35.401167,-119.091835
1964,CMG-1025,5.3,6.9,7,1964,CA,34.234003,-119.178705
2185,CMG-1025,5.3,6.9,7,2185,CA,34.237531,-118.589083
1746,CMG-1025,5.3,6.9,7,1746,CA,34.234682,-118.555099
1681,CMG-1025,5.3,6.9,7,1681,CA,34.257778,-118.502046
1569,CMG-1025,5.5,7.15,7,1569,CA,34.172335,-118.4483
2738,CMG-1025,5.6,7.3,7,2738,CA,34.046424,-118.524288
364,CMG-1025,5.5,7.15,7,364,CA,34.181214,-118.311737
3093,CMG-1025,5.3,6.9,7,3093,CA,34.03211,-118.482879
2461,CMG-1025,5.7,7.4,7,2461,CA,34.075866,-118.373895
1223,CMG-1025,5.3,6.9,7,1223,CA,34.203616,-118.197853
158,CMG-1025,5.3,6.9,7,158,CA,33.979147,-118.438326
3982,CMG-1025,5.3,6.9,7,3982,CA,34.053669,-118.251486
929,CMG-1025,5.3,6.9,7,929,CA,34.141626,-118.132084
1247,CMG-1025,5.3,6.9,7,1247,CA,34.092527,-118.145827
2094,CMG-1025,5.3,6.9,7,2094,CA,34.071113,-117.932782
2893,CMG-1025,5.7,7.4,7,2893,CA,33.889544,-118.159775
3933,CMG-1025,5.5,7.15,7,3933,CA,33.917263,-118.065426
2657,CMG-1025,5.7,7.4,7,2657,CA,33.860461,-118.092518
2053,CMG-1025,5.6,7.3,7,2053,CA,33.858361,-118.030546
3403,CMG-1025,5.3,6.9,7,3403,CA,34.121708,-117.68875
1306,CMG-1025,5.3,6.9,7,1306,CA,33.911769,-117.882136
1166,CMG-1025,5.6,7.3,7,1166,CA,34.000611,-117.731591
4231,CMG-1025,5.4,7.0,7,4231,OR,42.346038,-122.883924
2214,CMG-1025,5.3,6.9,7,2214,CA,33.760371,-117.885993
1641,CMG-1025,5.3,6.9,7,1641,CA,33.787203,-117.816559
3939,CMG-1025,5.3,6.9,7,3939,CA,33.598516,-117.871516
1498,CMG-1025,5.6,7.3,7,1498,CA,33.568334,-117.204661
3611,CMG-1025,5.3,6.9,7,3611,NV,35.980868,-115.151275
4373,CMG-1025,5.3,6.9,7,4373,OR,43.232666,-123.372444
2164,CMG-1025,5.3,6.9,7,2164,CA,32.889094,-117.130978
1056,CMG-1025,5.3,6.9,7,1056,CA,32.955797,-117.037861
159,CMG-1025,5.6,7.3,7,159,CA,32.74862,-117.157743
2600,CMG-1025,5.6,7.3,7,2600,CA,32.66044,-117.10509
3486,CMG-1025,5.3,6.9,7,3486,OR,44.1026,-121.2982
4001,CMG-1025,5.3,6.9,7,4001,ID,43.578784,-116.174601
3904,CMG-1025,5.3,6.9,7,3904,OR,45.306648,-122.947426
437,CMG-1025,5.3,6.9,7,437,OR,45.51729,-122.67568
796,CMG-1025,5.3,6.9,7,796,WA,45.614025,-122.503591
2536,CMG-1025,5.3,6.9,7,2536,UT,41.089035,-111.984598
3569,CMG-1025,5.3,6.9,7,3569,AZ,35.223442,-111.585215
542,CMG-1025,5.4,7.0,7,542,AZ,33.463832,-112.358647
3601,CMG-1025,5.3,6.9,7,3601,WA,46.258483,-119.308762
444,CMG-1025,5.4,7.0,7,444,AZ,33.626346,-111.924781
4109,CMG-1025,5.6,7.3,7,4109,WA,46.275712,-119.186159
3170,CMG-1025,5.4,7.0,7,3170,AZ,33.406387,-111.979652
1821,CMG-1025,5.4,7.0,7,1821,AZ,33.467879,-111.683508
1798,CMG-1025,5.4,7.0,7,1798,AZ,33.307787,-111.742797
3147,CMG-1025,5.4,7.0,7,3147,AZ,33.390009,-111.683595
4312,CMG-1025,5.5,7.15,7,4312,WA,47.119021,-122.434299
3438,CMG-1025,5.3,6.9,7,3438,WA,47.167697,-122.187984
2554,CMG-1025,5.6,7.3,7,2554,WA,47.560124,-122.386411
4527,CMG-1025,5.5,7.15,7,4527,WA,47.635607,-122.377037
4298,CMG-1025,5.7,7.4,7,4298,WA,48.021763,-122.108812
4546,CMG-1025,5.9,7.15,7,4546,BC,49.182359,-122.844907
2670,CMG-1025,5.9,7.15,7,2670,BC,49.188636,-122.802242
3899,CMG-1025,5.9,7.15,7,3899,BC,49.256799,-122.746899
68,CMG-1025,5.3,6.9,7,68,CO,39.710324,-105.08215
822,CMG-1025,5.3,6.9,7,822,CO,40.407528,-105.097842
4,CMG-1025,5.3,6.9,7,4,CO,39.711425,-104.983177
3245,CMG-1025,5.4,7.0,7,3245,CO,39.958933,-104.992827
780,CMG-1025,5.3,6.9,7,780,CO,40.408322,-105.007667
599,CMG-1025,5.4,7.0,7,599,CO,39.62376,-104.896024
153,CMG-1025,5.3,6.9,7,153,CO,38.897084,-104.852678
1145,CMG-1025,5.3,6.9,7,1145,CO,39.674409,-104.869623
1189,CMG-1025,5.3,6.9,7,1189,CO,38.303272,-104.614993
2921,CMG-1025,5.4,7.0,7,2921,TX,31.834504,-106.545454
2224,CMG-1025,5.9,7.65,7,2224,TX,32.036278,-102.123368
3989,CMG-1025,5.3,6.9,7,3989,KS,37.732791,-97.207807
2250,CMG-1025,5.3,6.9,7,2250,TX,32.729325,-97.787634
3335,CMG-1025,5.3,6.9,7,3335,NE,41.267004,-96.073539
4516,CMG-1025,5.3,6.9,7,4516,TX,32.96627,-97.42003
1697,CMG-1025,5.4,7.0,7,1697,TX,32.726414,-97.42219
3377,CMG-1025,5.4,7.0,7,3377,TX,32.869843,-97.341721
2676,CMG-1025,5.4,7.0,7,2676,TX,32.732805,-97.343147
2242,CMG-1025,5.4,7.0,7,2242,TX,32.841063,-97.238015
1456,CMG-1025,5.4,7.0,7,1456,TX,33.069765,-97.08218
3389,CMG-1025,5.4,7.0,7,3389,TX,33.13052,-97.03957
406,CMG-1025,5.4,7.0,7,406,TX,33.046072,-97.010343
1044,CMG-1025,5.2,6.75,7,1044,OK,36.060394,-95.854485
197,CMG-1025,5.4,7.0,7,197,TX,32.95367,-96.853017
2816,CMG-1025,5.4,7.0,7,2816,TX,32.92136,-96.838671
665,CMG-1025,5.4,7.0,7,665,TX,32.953658,-96.817913
3065,CMG-1025,5.4,7.0,7,3065,TX,32.827182,-96.845921
1889,CMG-1025,5.4,7.0,7,1889,TX,32.592369,-96.93788
401,CMG-1025,5.4,7.0,7,401,TX,32.817779,-96.812016
464,CMG-1025,5.4,7.0,7,464,TX,33.102906,-96.679133
94,CMG-1025,5.4,7.0,7,94,TX,33.015733,-96.709271
3450,CMG-1025,5.4,7.0,7,3450,TX,32.945274,-96.698638
3344,CMG-1025,5.4,7.0,7,3344,TX,32.532558,-96.82062
427,CMG-1025,5.4,7.0,7,427,TX,30.478321,-97.800583
3993,CMG-1025,5.4,7.0,7,3993,TX,29.352259,-98.437233
2981,CMG-1025,5.4,7.0,7,2981,TX,32.908125,-96.572245
2799,CMG-1025,5.6,7.3,7,2799,TX,29.827032,-97.985293
1008,CMG-1025,5.6,7.3,7,1008,TX,30.158366,-97.791029
4036,CMG-1025,5.4,7.0,7,4036,KS,39.116802,-94.760033
2612,CMG-1025,5.2,6.75,7,2612,MO,39.173627,-94.535573
4266,CMG-1025,5.2,6.75,7,4266,MN,45.596409,-94.192057
4468,CMG-1025,5.2,6.75,7,4468,AR,35.359955,-94.363702
431,CMG-1025,5.3,6.9,7,431,MN,44.859373,-93.534467
263,CMG-1025,4.8,6.25,7,263,MN,44.973535,-93.27533
1133,CMG-1025,5.3,6.9,7,1133,MN,44.853598,-93.242074
1050,CMG-1025,5.0,6.5,7,1050,MO,37.153027,-93.295163
2692,CMG-1025,5.3,6.9,7,2692,MN,45.062711,-93.248297
21,CMG-1025,4.8,6.25,7,21,MN,44.973462,-93.22691
1081,CMG-1025,5.2,6.75,7,1081,MN,45.012778,-93.170237
128,CMG-1025,5.2,6.75,7,128,MN,44.945463,-93.095372
2582,CMG-1025,5.4,7.0,7,2582,TX,26.196019,-98.260688
3572,CMG-1025,5.2,6.75,7,3572,MN,45.278299,-92.99828
2175,CMG-1025,5.6,7.3,7,2175,TX,33.457921,-94.087695
2800,CMG-1025,5.4,7.0,7,2800,TX,29.91157,-95.685449
3000,CMG-1025,5.4,7.0,7,3000,TX,30.20628,-95.463578
3646,CMG-1025,5.4,7.0,7,3646,TX,30.127647,-95.454308
1988,CMG-1025,5.4,7.0,7,1988,TX,29.563681,-95.684298
3129,CMG-1025,5.4,7.0,7,3129,TX,29.819122,-95.467393
1298,CMG-1025,5.4,7.0,7,1298,TX,29.691108,-95.41572
2963,CMG-1025,5.4,7.0,7,2963,TX,29.76982,-95.181946
2470,CMG-1025,5.4,7.0,7,2470,TX,29.55817,-95.26172
2275,CMG-1025,5.3,6.9,7,2275,IA,42.02683,-91.626915
1700,CMG-1025,5.3,6.9,7,1700,IA,41.573157,-90.529315
1955,CMG-1025,5.2,6.75,7,1955,IL,40.743073,-89.631157
1037,CMG-1025,5.3,6.9,7,1037,IL,39.764431,-89.704348
3409,CMG-1025,5.3,6.9,7,3409,IL,39.897781,-88.955322
3482,CMG-1025,5.3,6.9,7,3482,IL,42.070495,-88.335675
999,CMG-1025,5.3,6.9,7,999,IL,42.099744,-88.28657
558,CMG-1025,5.3,6.9,7,558,WI,43.035385,-88.104546
771,CMG-1025,4.9,6.35,7,771,IL,40.110393,-88.230635
3136,CMG-1025,5.2,6.75,7,3136,IL,41.716647,-88.037908
1339,CMG-1025,5.4,7.0,7,1339,IL,41.835192,-88.025263
2855,CMG-1025,5.5,7.15,7,2855,IL,41.808292,-88.014447
1437,CMG-1025,5.3,6.9,7,1437,IL,42.283981,-87.953805
167,CMG-1025,5.2,6.75,7,167,IL,42.232517,-87.942181
1369,CMG-1025,5.2,6.75,7,1369,IL,42.055052,-87.835604
2390,CMG-1025,5.2,6.75,7,2390,IL,42.139017,-87.793098
1082,CMG-1025,5.3,6.9,7,1082,IL,41.600804,-87.794607
2796,CMG-1025,5.3,6.9,7,2796,IL,41.754832,-87.740607
3974,CMG-1025,5.3,6.9,7,3974,IL,42.011856,-87.719853
87,CMG-1025,4.9,6.35,7,87,IL,42.048587,-87.681225
711,CMG-1025,5.3,6.9,7,711,IL,41.881865,-87.63277
484,CMG-1025,5.3,6.9,7,484,IL,41.891812,-87.628493
144,CMG-1025,5.3,6.9,7,144,IL,41.893262,-87.620664
1886,CMG-1025,5.4,7.0,7,1886,IL,41.568079,-87.636924
2512,CMG-1025,5.3,6.9,7,2512,IN,41.551197,-87.180853
1669,CMG-1025,5.2,6.75,7,1669,IN,41.469024,-87.030069
2144,CMG-1025,5.4,7.0,7,2144,LA,30.003074,-90.162486
4655,CMG-1025,5.4,7.0,7,4655,KY,36.836165,-87.473652
1268,CMG-1025,4.9,6.35,7,1268,IN,41.692037,-86.235757
563,CMG-1025,4.8,6.25,7,563,IN,39.166257,-86.529045
3832,CMG-1025,5.6,7.3,7,3832,TN,35.768814,-86.917722
1043,CMG-1025,5.3,6.9,7,1043,MI,42.911962,-85.578299
3042,CMG-1025,5.3,6.9,7,3042,MI,42.230604,-85.589623
4599,CMG-1025,5.2,6.75,7,4599,MS,30.454879,-88.904974
3728,CMG-1025,5.6,7.3,7,3728,TN,36.194749,-86.618089
3442,CMG-1025,5.4,7.0,7,3442,TN,35.888128,-86.382163
1796,CMG-1025,5.2,6.75,7,1796,AL,34.742178,-86.665714
4215,CMG-1025,5.3,6.9,7,4215,IN,41.07226,-85.200543
2691,CMG-1025,5.3,6.9,7,2691,IN,41.135604,-85.16216
4187,CMG-1025,5.4,7.0,7,4187,AL,33.445756,-86.825986
941,CMG-1025,5.3,6.9,7,941,AL,33.378965,-86.803812
3513,CMG-1025,5.2,6.75,7,3513,MI,42.72147,-84.42675
1067,CMG-1025,5.2,6.75,7,1067,OH,39.219475,-84.518652
62,CMG-1025,5.0,6.5,7,62,OH,39.128127,-84.519368
375,CMG-1025,5.3,6.9,7,375,OH,39.35327,-84.361763
3708,CMG-1025,4.9,6.35,7,3708,KY,38.983726,-84.399519
1171,CMG-1025,5.3,6.9,7,1171,OH,39.865701,-84.13854
1366,CMG-1025,5.2,6.75,7,1366,OH,39.684779,-84.168211
3719,CMG-1025,5.4,7.0,7,3719,TN,35.063086,-85.309764
4688,CMG-1025,5.4,7.0,7,4688,GA,34.94081,-85.21697
4381,CMG-1025,5.3,6.9,7,4381,OH,39.89532,-83.811094
4146,CMG-1025,5.4,7.0,7,4146,TN,35.211303,-84.863588
1648,CMG-1025,5.2,6.75,7,1648,MI,42.497849,-83.28418
3858,CMG-1025,5.6,7.3,7,3858,FL,30.426197,-86.640595
2173,CMG-1025,5.2,6.75,7,2173,MI,42.533882,-83.105992
2265,CMG-1025,5.6,7.3,7,2265,FL,30.390646,-86.424125
555,CMG-1025,5.3,6.9,7,555,OH,39.989194,-83.152182
1530,CMG-1025,5.2,6.75,7,1530,OH,40.268145,-83.071025
538,CMG-1025,5.2,6.75,7,538,OH,39.919867,-83.126363
76,CMG-1025,5.2,6.75,7,76,OH,40.102112,-83.090516
1398,CMG-1025,5.2,6.75,7,1398,OH,40.062661,-83.041207
639,CMG-1025,5.3,6.9,7,639,OH,39.878272,-83.042323
256,CMG-1025,5.4,7.0,7,256,OH,40.143923,-82.989408
1690,CMG-1025,5.2,6.75,7,1690,OH,40.059775,-82.968979
1553,CMG-1025,5.3,6.9,7,1553,OH,39.974223,-82.898717
3501,CMG-1025,5.3,6.9,7,3501,GA,33.856339,-84.599753
4127,CMG-1025,5.3,6.9,7,4127,OH,41.26842,-82.609269
1713,CMG-1025,5.3,6.9,7,1713,OH,39.854858,-82.825092
391,CMG-1025,5.3,6.9,7,391,GA,33.848164,-84.374189
2215,CMG-1025,5.4,7.0,7,2215,GA,33.846674,-84.361939
2713,CMG-1025,5.4,7.0,7,2713,GA,33.884534,-84.31582
485,CMG-1025,5.4,7.0,7,485,GA,33.814719,-84.310156
1397,CMG-1025,5.3,6.9,7,1397,OH,40.083489,-82.427203
1507,CMG-1025,5.6,7.3,7,1507,OH,41.416945,-82.208387
2914,CMG-1025,5.3,6.9,7,2914,GA,34.021459,-84.120335
3590,CMG-1025,5.4,7.0,7,3590,GA,34.05428,-83.993618
3469,CMG-1025,5.6,7.3,7,3469,GA,33.846189,-83.908273
723,CMG-1025,4.9,6.35,7,723,OH,41.461396,-81.852967
807,CMG-1025,5.3,6.9,7,807,OH,41.15056,-81.863833
3144,CMG-1025,5.2,6.75,7,3144,OH,41.136067,-81.797716
1053,CMG-1025,4.8,6.25,7,1053,OH,39.327956,-82.101542
2244,CMG-1025,5.0,6.5,7,2244,OH,41.072904,-81.513441
4077,CMG-1025,5.3,6.9,7,4077,OH,41.163344,-81.477624
2872,CMG-1025,5.4,7.0,7,2872,OH,40.795738,-81.527338
3821,CMG-1025,5.2,6.75,7,3821,OH,41.659042,-81.376966
1065,CMG-1025,5.3,6.9,7,1065,OH,41.676628,-81.310013
1115,CMG-1025,5.3,6.9,7,1115,OH,41.251016,-81.363459
4287,CMG-1025,5.3,6.9,7,4287,TN,36.591393,-82.260262
3738,CMG-1025,5.3,6.9,7,3738,NC,35.346185,-82.434631
2383,CMG-1025,5.3,6.9,7,2383,OH,40.071796,-80.866701
4101,CMG-1025,5.3,6.9,7,4101,SC,34.77789,-82.309843
968,CMG-1025,5.3,6.9,7,968,OH,41.023823,-80.643508
3161,CMG-1025,5.0,6.5,7,3161,PA,40.686569,-80.09071
1803,CMG-1025,5.3,6.9,7,1803,PA,40.391647,-80.059893
3343,CMG-1025,5.3,6.9,7,3343,PA,40.602023,-79.94546
863,CMG-1025,4.9,6.35,7,863,PA,40.441028,-79.957968
3932,CMG-1025,5.9,7.15,7,3932,ON,43.765935,-79.412398
4646,CMG-1025,5.4,7.0,7,4646,PA,40.567247,-79.800689
1354,CMG-1025,5.2,6.75,7,1354,VA,37.230658,-80.415137
1874,CMG-1025,5.3,6.9,7,1874,NC,35.31327,-80.743226
1777,CMG-1025,5.6,7.3,7,1777,NY,42.98015,-78.86915
1602,CMG-1025,5.3,6.9,7,1602,VA,37.255675,-79.955019
1475,CMG-1025,5.3,6.9,7,1475,NY,42.985652,-78.69753
4208,CMG-1025,5.2,6.75,7,4208,NC,35.92581,-79.986307
2229,CMG-1025,5.3,6.9,7,2229,GA,32.0053,-81.11393
